time,rpm,torque,omega,power
0,954.976,34.8387,100.005,3484.04
0.0001,955.022,34.8092,100.01,3481.25
0.0002,955.067,34.7796,100.014,3478.46
0.0003,955.113,34.75,100.019,3475.67
0.0004,955.158,34.7205,100.024,3472.88
0.0005,955.203,34.6909,100.029,3470.08
0.0006,955.247,34.6614,100.033,3467.29
0.0007,955.291,34.6318,100.038,3464.49
0.0008,955.335,34.6023,100.042,3461.7
0.0009,955.379,34.5728,100.047,3458.9
0.001,955.422,34.5432,100.052,3456.11
0.0011,955.466,34.5137,100.056,3453.31
0.0012,955.508,34.4842,100.061,3450.51
0.0013,955.551,34.4547,100.065,3447.71
0.0014,955.593,34.4252,100.069,3444.91
0.0015,955.635,34.3957,100.074,3442.11
0.0016,955.677,34.3663,100.078,3439.31
0.0017,955.718,34.3368,100.083,3436.51
0.0018,955.759,34.3073,100.087,3433.71
0.0019,955.8,34.2779,100.091,3430.91
0.002,955.841,34.2485,100.095,3428.11
0.0021,955.881,34.2191,100.1,3425.31
0.0022,955.921,34.1897,100.104,3422.52
0.0023,955.961,34.1603,100.108,3419.72
0.0024,956,34.1309,100.112,3416.92
0.0025,956.039,34.1015,100.116,3414.12
0.0026,956.078,34.0722,100.12,3411.32
0.0027,956.117,34.0429,100.124,3408.52
0.0028,956.155,34.0136,100.128,3405.72
0.0029,956.193,33.9843,100.132,3402.93
0.003,956.231,33.955,100.136,3400.13
0.0031,956.269,33.9258,100.14,3397.34
0.0032,956.306,33.8966,100.144,3394.54
0.0033,956.343,33.8674,100.148,3391.75
0.0034,956.379,33.8382,100.152,3388.96
0.0035,956.416,33.809,100.156,3386.17
0.0036,956.452,33.7799,100.159,3383.38
0.0037,956.488,33.7508,100.163,3380.59
0.0038,956.523,33.7217,100.167,3377.8
0.0039,956.558,33.6927,100.171,3375.02
0.004,956.593,33.6637,100.174,3372.23
0.0041,956.628,33.6347,100.178,3369.45
0.0042,956.663,33.6057,100.181,3366.67
0.0043,956.697,33.5768,100.185,3363.9
0.0044,956.731,33.5479,100.189,3361.12
0.0045,956.764,33.5191,100.192,3358.35
0.0046,956.798,33.4903,100.196,3355.58
0.0047,956.831,33.4615,100.199,3352.81
0.0048,956.863,33.4327,100.202,3350.04
0.0049,956.896,33.404,100.206,3347.28
0.005,956.928,33.3753,100.209,3344.52
0.0051,956.96,33.3467,100.213,3341.76
0.0052,956.992,33.3181,100.216,3339.01
0.0053,957.023,33.2896,100.219,3336.25
0.0054,957.054,33.2611,100.222,3333.51
0.0055,957.085,33.2326,100.226,3330.76
0.0056,957.116,33.2042,100.229,3328.02
0.0057,957.146,33.1758,100.232,3325.28
0.0058,957.176,33.1475,100.235,3322.55
0.0059,957.206,33.1192,100.238,3319.81
0.006,957.235,33.091,100.241,3317.09
0.0061,957.265,33.0628,100.245,3314.37
0.0062,957.294,33.0347,100.248,3311.65
0.0063,957.322,33.0066,100.251,3308.93
0.0064,957.351,32.9786,100.254,3306.22
0.0065,957.379,32.9506,100.256,3303.52
0.0066,957.407,32.9227,100.259,3300.81
0.0067,957.435,32.8949,100.262,3298.12
0.0068,957.462,32.8671,100.265,3295.43
0.0069,957.489,32.8394,100.268,3292.74
0.007,957.516,32.8117,100.271,3290.06
0.0071,957.542,32.7841,100.274,3287.38
0.0072,957.569,32.7566,100.276,3284.71
0.0073,957.595,32.7291,100.279,3282.05
0.0074,957.621,32.7017,100.282,3279.39
0.0075,957.646,32.6744,100.284,3276.73
0.0076,957.671,32.6471,100.287,3274.08
0.0077,957.696,32.6199,100.29,3271.44
0.0078,957.721,32.5928,100.292,3268.8
0.0079,957.746,32.5657,100.295,3266.17
0.008,957.77,32.5387,100.297,3263.55
0.0081,957.794,32.5118,100.3,3260.93
0.0082,957.818,32.485,100.302,3258.32
0.0083,957.841,32.4582,100.305,3255.72
0.0084,957.864,32.4316,100.307,3253.12
0.0085,957.887,32.405,100.31,3250.53
0.0086,957.91,32.3784,100.312,3247.95
0.0087,957.933,32.352,100.314,3245.37
0.0088,957.955,32.3257,100.317,3242.81
0.0089,957.977,32.2994,100.319,3240.25
0.009,957.998,32.2732,100.321,3237.69
0.0091,958.02,32.2471,100.324,3235.15
0.0092,958.041,32.2211,100.326,3232.61
0.0093,958.062,32.1952,100.328,3230.08
0.0094,958.083,32.1694,100.33,3227.56
0.0095,958.103,32.1437,100.332,3225.05
0.0096,958.123,32.1181,100.334,3222.55
0.0097,958.143,32.0925,100.337,3220.05
0.0098,958.163,32.0671,100.339,3217.57
0.0099,958.183,32.0417,100.341,3215.09
0.01,958.202,32.0165,100.343,3212.62
0.0101,958.221,31.9914,100.345,3210.16
0.0102,958.24,31.9663,100.347,3207.71
0.0103,958.258,31.9414,100.349,3205.27
0.0104,958.277,31.9166,100.35,3202.84
0.0105,958.295,31.8918,100.352,3200.42
0.0106,958.312,31.8672,100.354,3198.01
0.0107,958.33,31.8427,100.356,3195.61
0.0108,958.347,31.8183,100.358,3193.22
0.0109,958.365,31.794,100.36,3190.84
0.011,958.381,31.7698,100.361,3188.47
0.0111,958.398,31.7458,100.363,3186.11
0.0112,958.415,31.7218,100.365,3183.76
0.0113,958.431,31.698,100.367,3181.42
0.0114,958.447,31.6743,100.368,3179.1
0.0115,958.463,31.6507,100.37,3176.78
0.0116,958.478,31.6272,100.372,3174.48
0.0117,958.493,31.6039,100.373,3172.18
0.0118,958.508,31.5807,100.375,3169.9
0.0119,958.523,31.5576,100.376,3167.63
0.012,958.538,31.5346,100.378,3165.38
0.0121,958.552,31.5118,100.379,3163.13
0.0122,958.567,31.489,100.381,3160.9
0.0123,958.581,31.4665,100.382,3158.68
0.0124,958.594,31.444,100.384,3156.47
0.0125,958.608,31.4217,100.385,3154.27
0.0126,958.621,31.3995,100.387,3152.09
0.0127,958.635,31.3774,100.388,3149.92
0.0128,958.647,31.3555,100.389,3147.76
0.0129,958.66,31.3337,100.391,3145.62
0.013,958.673,31.3121,100.392,3143.48
0.0131,958.685,31.2906,100.393,3141.37
0.0132,958.697,31.2693,100.395,3139.26
0.0133,958.709,31.248,100.396,3137.17
0.0134,958.721,31.227,100.397,3135.1
0.0135,958.732,31.2061,100.398,3133.03
0.0136,958.744,31.1853,100.399,3130.98
0.0137,958.755,31.1647,100.401,3128.95
0.0138,958.766,31.1442,100.402,3126.93
0.0139,958.776,31.1239,100.403,3124.92
0.014,958.787,31.1037,100.404,3122.93
0.0141,958.797,31.0837,100.405,3120.96
0.0142,958.808,31.0638,100.406,3119
0.0143,958.817,31.0441,100.407,3117.05
0.0144,958.827,31.0246,100.408,3115.12
0.0145,958.837,31.0052,100.409,3113.2
0.0146,958.846,30.986,100.41,3111.31
0.0147,958.856,30.9669,100.411,3109.42
0.0148,958.865,30.948,100.412,3107.55
0.0149,958.873,30.9293,100.413,3105.7
0.015,958.882,30.9107,100.414,3103.86
0.0151,958.891,30.8923,100.415,3102.04
0.0152,958.899,30.874,100.416,3100.24
0.0153,958.907,30.856,100.417,3098.45
0.0154,958.915,30.8381,100.417,3096.68
0.0155,958.923,30.8204,100.418,3094.92
0.0156,958.931,30.8028,100.419,3093.19
0.0157,958.938,30.7854,100.42,3091.47
0.0158,958.946,30.7682,100.421,3089.76
0.0159,958.953,30.7512,100.421,3088.08
0.016,958.96,30.7344,100.422,3086.41
0.0161,958.967,30.7177,100.423,3084.75
0.0162,958.973,30.7012,100.423,3083.12
0.0163,958.98,30.6849,100.424,3081.5
0.0164,958.986,30.6688,100.425,3079.91
0.0165,958.992,30.6528,100.425,3078.32
0.0166,958.998,30.6371,100.426,3076.76
0.0167,959.004,30.6215,100.427,3075.22
0.0168,959.01,30.6061,100.427,3073.69
0.0169,959.016,30.5909,100.428,3072.18
0.017,959.021,30.5759,100.428,3070.7
0.0171,959.027,30.5611,100.429,3069.23
0.0172,959.032,30.5465,100.43,3067.77
0.0173,959.037,30.5321,100.43,3066.34
0.0174,959.042,30.5179,100.431,3064.93
0.0175,959.047,30.5038,100.431,3063.53
0.0176,959.051,30.49,100.432,3062.16
0.0177,959.056,30.4764,100.432,3060.8
0.0178,959.06,30.4629,100.433,3059.47
0.0179,959.065,30.4497,100.433,3058.15
0.018,959.069,30.4366,100.433,3056.86
0.0181,959.073,30.4238,100.434,3055.58
0.0182,959.077,30.4112,100.434,3054.32
0.0183,959.081,30.3987,100.435,3053.09
0.0184,959.084,30.3865,100.435,3051.87
0.0185,959.088,30.3745,100.435,3050.68
0.0186,959.091,30.3627,100.436,3049.5
0.0187,959.095,30.3511,100.436,3048.35
0.0188,959.098,30.3397,100.437,3047.21
0.0189,959.101,30.3285,100.437,3046.1
0.019,959.104,30.3175,100.437,3045.01
0.0191,959.107,30.3068,100.437,3043.94
0.0192,959.11,30.2962,100.438,3042.89
0.0193,959.113,30.2859,100.438,3041.86
0.0194,959.115,30.2758,100.438,3040.85
0.0195,959.118,30.2659,100.439,3039.86
0.0196,959.12,30.2562,100.439,3038.9
0.0197,959.123,30.2467,100.439,3037.95
0.0198,959.125,30.2375,100.439,3037.03
0.0199,959.127,30.2285,100.44,3036.13
0.02,959.129,30.2197,100.44,3035.26
0.0201,959.131,30.2111,100.44,3034.4
0.0202,959.133,30.2027,100.44,3033.57
0.0203,959.135,30.1946,100.44,3032.75
0.0204,959.137,30.1867,100.441,3031.96
0.0205,959.138,30.179,100.441,3031.2
0.0206,959.14,30.1715,100.441,3030.45
0.0207,959.142,30.1643,100.441,3029.73
0.0208,959.143,30.1573,100.441,3029.03
0.0209,959.145,30.1505,100.441,3028.35
0.021,959.146,30.1439,100.442,3027.7
0.0211,959.147,30.1376,100.442,3027.07
0.0212,959.149,30.1315,100.442,3026.46
0.0213,959.15,30.1256,100.442,3025.88
0.0214,959.151,30.12,100.442,3025.31
0.0215,959.152,30.1146,100.442,3024.77
0.0216,959.153,30.1094,100.442,3024.26
0.0217,959.154,30.1045,100.442,3023.77
0.0218,959.155,30.0998,100.442,3023.3
0.0219,959.156,30.0953,100.443,3022.85
0.022,959.157,30.0911,100.443,3022.43
0.0221,959.158,30.0871,100.443,3022.03
0.0222,959.158,30.0833,100.443,3021.66
0.0223,959.159,30.0798,100.443,3021.3
0.0224,959.16,30.0765,100.443,3020.98
0.0225,959.161,30.0735,100.443,3020.67
0.0226,959.161,30.0707,100.443,3020.39
0.0227,959.162,30.0681,100.443,3020.14
0.0228,959.163,30.0658,100.443,3019.91
0.0229,959.163,30.0637,100.443,3019.7
0.023,959.164,30.0619,100.443,3019.51
0.0231,959.164,30.0602,100.443,3019.36
0.0232,959.165,30.0589,100.444,3019.22
0.0233,959.165,30.0578,100.444,3019.11
0.0234,959.166,30.0569,100.444,3019.02
0.0235,959.167,30.0562,100.444,3018.96
0.0236,959.167,30.0558,100.444,3018.92
0.0237,959.168,30.0557,100.444,3018.91
0.0238,959.168,30.0558,100.444,3018.92
0.0239,959.169,30.0561,100.444,3018.95
0.024,959.169,30.0567,100.444,3019.01
0.0241,959.17,30.0575,100.444,3019.1
0.0242,959.17,30.0586,100.444,3019.21
0.0243,959.171,30.0599,100.444,3019.34
0.0244,959.171,30.0615,100.444,3019.5
0.0245,959.172,30.0633,100.444,3019.68
0.0246,959.173,30.0653,100.444,3019.89
0.0247,959.173,30.0676,100.444,3020.12
0.0248,959.174,30.0701,100.444,3020.38
0.0249,959.175,30.0729,100.445,3020.66
0.025,959.175,30.0759,100.445,3020.97
0.0251,959.176,30.0792,100.445,3021.3
0.0252,959.177,30.0827,100.445,3021.65
0.0253,959.178,30.0865,100.445,3022.04
0.0254,959.179,30.0905,100.445,3022.44
0.0255,959.18,30.0948,100.445,3022.87
0.0256,959.181,30.0993,100.445,3023.33
0.0257,959.182,30.104,100.445,3023.81
0.0258,959.183,30.109,100.445,3024.31
0.0259,959.184,30.1143,100.445,3024.84
0.026,959.185,30.1197,100.446,3025.4
0.0261,959.186,30.1255,100.446,3025.98
0.0262,959.187,30.1314,100.446,3026.58
0.0263,959.189,30.1377,100.446,3027.21
0.0264,959.19,30.1441,100.446,3027.86
0.0265,959.191,30.1508,100.446,3028.54
0.0266,959.193,30.1578,100.446,3029.24
0.0267,959.194,30.165,100.447,3029.97
0.0268,959.196,30.1724,100.447,3030.72
0.0269,959.198,30.1801,100.447,3031.5
0.027,959.2,30.188,100.447,3032.3
0.0271,959.201,30.1962,100.447,3033.13
0.0272,959.203,30.2046,100.448,3033.98
0.0273,959.205,30.2132,100.448,3034.85
0.0274,959.208,30.2221,100.448,3035.75
0.0275,959.21,30.2313,100.448,3036.68
0.0276,959.212,30.2406,100.448,3037.62
0.0277,959.214,30.2502,100.449,3038.6
0.0278,959.217,30.2601,100.449,3039.59
0.0279,959.22,30.2702,100.449,3040.61
0.028,959.222,30.2805,100.45,3041.66
0.0281,959.225,30.291,100.45,3042.73
0.0282,959.228,30.3018,100.45,3043.82
0.0283,959.231,30.3129,100.45,3044.94
0.0284,959.234,30.3241,100.451,3046.08
0.0285,959.237,30.3356,100.451,3047.25
0.0286,959.241,30.3474,100.451,3048.44
0.0287,959.244,30.3593,100.452,3049.65
0.0288,959.247,30.3715,100.452,3050.88
0.0289,959.251,30.3839,100.453,3052.14
0.029,959.255,30.3966,100.453,3053.43
0.0291,959.259,30.4095,100.453,3054.73
0.0292,959.263,30.4226,100.454,3056.06
0.0293,959.267,30.4359,100.454,3057.42
0.0294,959.271,30.4495,100.455,3058.79
0.0295,959.276,30.4633,100.455,3060.19
0.0296,959.28,30.4773,100.456,3061.62
0.0297,959.285,30.4915,100.456,3063.06
0.0298,959.29,30.506,100.457,3064.53
0.0299,959.295,30.5207,100.457,3066.02
0.03,959.3,30.5356,100.458,3067.53
0.0301,959.305,30.5507,100.458,3069.07
0.0302,959.311,30.566,100.459,3070.62
0.0303,959.316,30.5816,100.459,3072.2
0.0304,959.322,30.5973,100.46,3073.8
0.0305,959.328,30.6133,100.461,3075.43
0.0306,959.334,30.6295,100.461,3077.07
0.0307,959.34,30.6459,100.462,3078.74
0.0308,959.346,30.6625,100.463,3080.43
0.0309,959.353,30.6793,100.463,3082.14
0.031,959.359,30.6963,100.464,3083.87
0.0311,959.366,30.7135,100.465,3085.62
0.0312,959.373,30.731,100.465,3087.39
0.0313,959.38,30.7486,100.466,3089.19
0.0314,959.388,30.7664,100.467,3091
0.0315,959.395,30.7844,100.468,3092.84
0.0316,959.403,30.8026,100.468,3094.69
0.0317,959.411,30.8211,100.469,3096.57
0.0318,959.419,30.8397,100.47,3098.46
0.0319,959.427,30.8585,100.471,3100.38
0.032,959.435,30.8775,100.472,3102.31
0.0321,959.444,30.8966,100.473,3104.27
0.0322,959.453,30.916,100.474,3106.24
0.0323,959.461,30.9355,100.475,3108.23
0.0324,959.471,30.9553,100.476,3110.25
0.0325,959.48,30.9752,100.476,3112.28
0.0326,959.489,30.9953,100.477,3114.33
0.0327,959.499,31.0155,100.479,3116.39
0.0328,959.509,31.036,100.48,3118.48
0.0329,959.519,31.0566,100.481,3120.58
0.033,959.529,31.0773,100.482,3122.7
0.0331,959.54,31.0983,100.483,3124.84
0.0332,959.551,31.1194,100.484,3127
0.0333,959.561,31.1407,100.485,3129.17
0.0334,959.573,31.1621,100.486,3131.36
0.0335,959.584,31.1837,100.487,3133.57
0.0336,959.595,31.2055,100.489,3135.79
0.0337,959.607,31.2274,100.49,3138.03
0.0338,959.619,31.2494,100.491,3140.29
0.0339,959.631,31.2716,100.492,3142.56
0.034,959.643,31.294,100.494,3144.85
0.0341,959.656,31.3165,100.495,3147.15
0.0342,959.669,31.3391,100.496,3149.46
0.0343,959.682,31.3619,100.498,3151.8
0.0344,959.695,31.3848,100.499,3154.14
0.0345,959.709,31.4079,100.5,3156.5
0.0346,959.722,31.431,100.502,3158.88
0.0347,959.736,31.4544,100.503,3161.27
0.0348,959.75,31.4778,100.505,3163.67
0.0349,959.765,31.5014,100.506,3166.09
0.035,959.779,31.525,100.508,3168.51
0.0351,959.794,31.5488,100.509,3170.95
0.0352,959.809,31.5728,100.511,3173.41
0.0353,959.824,31.5968,100.513,3175.87
0.0354,959.84,31.6209,100.514,3178.35
0.0355,959.855,31.6452,100.516,3180.84
0.0356,959.871,31.6695,100.517,3183.34
0.0357,959.887,31.694,100.519,3185.85
0.0358,959.904,31.7185,100.521,3188.37
0.0359,959.921,31.7432,100.523,3190.91
0.036,959.937,31.7679,100.524,3193.45
0.0361,959.955,31.7927,100.526,3196
0.0362,959.972,31.8176,100.528,3198.56
0.0363,959.989,31.8426,100.53,3201.14
0.0364,960.007,31.8677,100.532,3203.72
0.0365,960.025,31.8929,100.534,3206.3
0.0366,960.044,31.9181,100.536,3208.9
0.0367,960.062,31.9434,100.537,3211.51
0.0368,960.081,31.9687,100.539,3214.12
0.0369,960.1,31.9941,100.541,3216.74
0.037,960.119,32.0196,100.543,3219.36
0.0371,960.139,32.0452,100.546,3222
0.0372,960.159,32.0708,100.548,3224.64
0.0373,960.179,32.0964,100.55,3227.28
0.0374,960.199,32.1221,100.552,3229.93
0.0375,960.219,32.1478,100.554,3232.59
0.0376,960.24,32.1736,100.556,3235.25
0.0377,960.261,32.1994,100.558,3237.91
0.0378,960.282,32.2252,100.561,3240.58
0.0379,960.304,32.2511,100.563,3243.26
0.038,960.326,32.277,100.565,3245.93
0.0381,960.348,32.3029,100.567,3248.61
0.0382,960.37,32.3288,100.57,3251.3
0.0383,960.392,32.3547,100.572,3253.98
0.0384,960.415,32.3807,100.574,3256.67
0.0385,960.438,32.4066,100.577,3259.36
0.0386,960.461,32.4326,100.579,3262.05
0.0387,960.485,32.4586,100.582,3264.74
0.0388,960.509,32.4845,100.584,3267.43
0.0389,960.533,32.5105,100.587,3270.12
0.039,960.557,32.5364,100.589,3272.81
0.0391,960.581,32.5623,100.592,3275.5
0.0392,960.606,32.5882,100.594,3278.19
0.0393,960.631,32.6141,100.597,3280.88
0.0394,960.656,32.6399,100.6,3283.56
0.0395,960.682,32.6657,100.602,3286.25
0.0396,960.707,32.6915,100.605,3288.93
0.0397,960.733,32.7172,100.608,3291.61
0.0398,960.759,32.7429,100.61,3294.28
0.0399,960.786,32.7686,100.613,3296.95
0.04,960.813,32.7942,100.616,3299.62
0.0401,960.839,32.8197,100.619,3302.28
0.0402,960.867,32.8452,100.622,3304.94
0.0403,960.894,32.8706,100.625,3307.59
0.0404,960.922,32.896,100.627,3310.24
0.0405,960.95,32.9213,100.63,3312.88
0.0406,960.978,32.9465,100.633,3315.51
0.0407,961.006,32.9716,100.636,3318.14
0.0408,961.035,32.9967,100.639,3320.76
0.0409,961.064,33.0216,100.642,3323.37
0.041,961.093,33.0465,100.645,3325.98
0.0411,961.122,33.0713,100.648,3328.57
0.0412,961.152,33.096,100.652,3331.16
0.0413,961.181,33.1205,100.655,3333.74
0.0414,961.211,33.145,100.658,3336.3
0.0415,961.242,33.1694,100.661,3338.86
0.0416,961.272,33.1936,100.664,3341.41
0.0417,961.303,33.2177,100.667,3343.94
0.0418,961.334,33.2418,100.671,3346.47
0.0419,961.365,33.2656,100.674,3348.98
0.042,961.396,33.2894,100.677,3351.48
0.0421,961.428,33.313,100.681,3353.97
0.0422,961.46,33.3365,100.684,3356.45
0.0423,961.492,33.3598,100.687,3358.91
0.0424,961.524,33.383,100.691,3361.36
0.0425,961.557,33.4061,100.694,3363.79
0.0426,961.59,33.429,100.697,3366.21
0.0427,961.623,33.4518,100.701,3368.62
0.0428,961.656,33.4743,100.704,3371.01
0.0429,961.689,33.4968,100.708,3373.39
0.043,961.723,33.519,100.711,3375.75
0.0431,961.757,33.5411,100.715,3378.09
0.0432,961.791,33.5631,100.718,3380.42
0.0433,961.825,33.5848,100.722,3382.73
0.0434,961.859,33.6064,100.726,3385.02
0.0435,961.894,33.6278,100.729,3387.3
0.0436,961.929,33.649,100.733,3389.56
0.0437,961.964,33.67,100.737,3391.8
0.0438,961.999,33.6908,100.74,3394.02
0.0439,962.034,33.7114,100.744,3396.22
0.044,962.07,33.7319,100.748,3398.41
0.0441,962.106,33.7521,100.751,3400.57
0.0442,962.142,33.7721,100.755,3402.72
0.0443,962.178,33.7919,100.759,3404.84
0.0444,962.215,33.8116,100.763,3406.95
0.0445,962.251,33.831,100.767,3409.03
0.0446,962.288,33.8502,100.771,3411.1
0.0447,962.325,33.8691,100.774,3413.14
0.0448,962.362,33.8879,100.778,3415.16
0.0449,962.399,33.9064,100.782,3417.16
0.045,962.437,33.9247,100.786,3419.14
0.0451,962.474,33.9428,100.79,3421.1
0.0452,962.512,33.9607,100.794,3423.04
0.0453,962.55,33.9783,100.798,3424.95
0.0454,962.588,33.9957,100.802,3426.84
0.0455,962.627,34.0129,100.806,3428.71
0.0456,962.665,34.0299,100.81,3430.55
0.0457,962.704,34.0466,100.814,3432.37
0.0458,962.743,34.063,100.818,3434.17
0.0459,962.782,34.0793,100.822,3435.95
0.046,962.821,34.0953,100.826,3437.7
0.0461,962.86,34.111,100.83,3439.43
0.0462,962.899,34.1265,100.835,3441.13
0.0463,962.939,34.1418,100.839,3442.82
0.0464,962.979,34.1568,100.843,3444.47
0.0465,963.018,34.1716,100.847,3446.11
0.0466,963.058,34.1862,100.851,3447.72
0.0467,963.099,34.2005,100.855,3449.3
0.0468,963.139,34.2145,100.86,3450.87
0.0469,963.179,34.2284,100.864,3452.41
0.047,963.22,34.2419,100.868,3453.92
0.0471,963.26,34.2553,100.872,3455.41
0.0472,963.301,34.2684,100.877,3456.88
0.0473,963.342,34.2812,100.881,3458.32
0.0474,963.383,34.2938,100.885,3459.74
0.0475,963.424,34.3062,100.89,3461.14
0.0476,963.465,34.3183,100.894,3462.51
0.0477,963.507,34.3302,100.898,3463.86
0.0478,963.548,34.3419,100.903,3465.18
0.0479,963.59,34.3533,100.907,3466.48
0.048,963.631,34.3645,100.911,3467.76
0.0481,963.673,34.3754,100.916,3469.02
0.0482,963.715,34.3862,100.92,3470.25
0.0483,963.757,34.3967,100.924,3471.46
0.0484,963.799,34.4069,100.929,3472.65
0.0485,963.841,34.417,100.933,3473.82
0.0486,963.884,34.4268,100.938,3474.96
0.0487,963.926,34.4364,100.942,3476.08
0.0488,963.968,34.4458,100.947,3477.18
0.0489,964.011,34.455,100.951,3478.26
0.049,964.054,34.4639,100.955,3479.32
0.0491,964.096,34.4727,100.96,3480.36
0.0492,964.139,34.4812,100.964,3481.38
0.0493,964.182,34.4896,100.969,3482.37
0.0494,964.225,34.4977,100.973,3483.35
0.0495,964.268,34.5056,100.978,3484.31
0.0496,964.311,34.5134,100.982,3485.24
0.0497,964.354,34.5209,100.987,3486.16
0.0498,964.397,34.5283,100.991,3487.06
0.0499,964.441,34.5355,100.996,3487.95
0.05,964.484,34.5425,101.001,3488.81
0.0501,964.528,34.5493,101.005,3489.66
0.0502,964.571,34.556,101.01,3490.48
0.0503,964.615,34.5624,101.014,3491.3
0.0504,964.658,34.5687,101.019,3492.09
0.0505,964.702,34.5749,101.023,3492.87
0.0506,964.746,34.5809,101.028,3493.63
0.0507,964.789,34.5867,101.033,3494.38
0.0508,964.833,34.5924,101.037,3495.12
0.0509,964.877,34.5979,101.042,3495.83
0.051,964.921,34.6033,101.046,3496.54
0.0511,964.965,34.6086,101.051,3497.23
0.0512,965.009,34.6137,101.056,3497.9
0.0513,965.053,34.6187,101.06,3498.57
0.0514,965.098,34.6235,101.065,3499.22
0.0515,965.142,34.6282,101.069,3499.86
0.0516,965.186,34.6328,101.074,3500.48
0.0517,965.23,34.6373,101.079,3501.09
0.0518,965.275,34.6417,101.083,3501.7
0.0519,965.319,34.6459,101.088,3502.29
0.052,965.363,34.6501,101.093,3502.87
0.0521,965.408,34.6541,101.097,3503.44
0.0522,965.452,34.6581,101.102,3504
0.0523,965.497,34.6619,101.107,3504.55
0.0524,965.541,34.6657,101.111,3505.09
0.0525,965.586,34.6693,101.116,3505.62
0.0526,965.631,34.6729,101.121,3506.14
0.0527,965.675,34.6764,101.125,3506.66
0.0528,965.72,34.6798,101.13,3507.16
0.0529,965.765,34.6831,101.135,3507.66
0.053,965.809,34.6863,101.139,3508.15
0.0531,965.854,34.6895,101.144,3508.63
0.0532,965.899,34.6926,101.149,3509.11
0.0533,965.944,34.6956,101.153,3509.58
0.0534,965.989,34.6986,101.158,3510.04
0.0535,966.034,34.7015,101.163,3510.5
0.0536,966.078,34.7043,101.168,3510.95
0.0537,966.123,34.7071,101.172,3511.39
0.0538,966.168,34.7098,101.177,3511.83
0.0539,966.213,34.7125,101.182,3512.26
0.054,966.258,34.7151,101.186,3512.69
0.0541,966.303,34.7176,101.191,3513.11
0.0542,966.349,34.7201,101.196,3513.53
0.0543,966.394,34.7226,101.201,3513.94
0.0544,966.439,34.725,101.205,3514.35
0.0545,966.484,34.7274,101.21,3514.76
0.0546,966.529,34.7297,101.215,3515.16
0.0547,966.574,34.732,101.219,3515.55
0.0548,966.619,34.7343,101.224,3515.95
0.0549,966.665,34.7365,101.229,3516.33
0.055,966.71,34.7386,101.234,3516.72
0.0551,966.755,34.7408,101.238,3517.1
0.0552,966.801,34.7429,101.243,3517.48
0.0553,966.846,34.745,101.248,3517.85
0.0554,966.891,34.747,101.253,3518.23
0.0555,966.937,34.749,101.257,3518.6
0.0556,966.982,34.751,101.262,3518.96
0.0557,967.027,34.753,101.267,3519.32
0.0558,967.073,34.7549,101.272,3519.69
0.0559,967.118,34.7568,101.276,3520.04
0.056,967.164,34.7587,101.281,3520.4
0.0561,967.209,34.7606,101.286,3520.75
0.0562,967.254,34.7624,101.291,3521.1
0.0563,967.3,34.7642,101.295,3521.45
0.0564,967.345,34.766,101.3,3521.8
0.0565,967.391,34.7677,101.305,3522.15
0.0566,967.437,34.7695,101.31,3522.49
0.0567,967.482,34.7712,101.314,3522.83
0.0568,967.528,34.7729,101.319,3523.17
0.0569,967.573,34.7746,101.324,3523.5
0.057,967.619,34.7763,101.329,3523.84
0.0571,967.665,34.7779,101.334,3524.17
0.0572,967.71,34.7796,101.338,3524.51
0.0573,967.756,34.7812,101.343,3524.84
0.0574,967.801,34.7828,101.348,3525.16
0.0575,967.847,34.7844,101.353,3525.49
0.0576,967.893,34.7859,101.358,3525.82
0.0577,967.939,34.7875,101.362,3526.14
0.0578,967.984,34.789,101.367,3526.46
0.0579,968.03,34.7906,101.372,3526.79
0.058,968.076,34.7921,101.377,3527.11
0.0581,968.122,34.7936,101.381,3527.42
0.0582,968.167,34.7951,101.386,3527.74
0.0583,968.213,34.7965,101.391,3528.06
0.0584,968.259,34.798,101.396,3528.37
0.0585,968.305,34.7994,101.401,3528.69
0.0586,968.351,34.8009,101.405,3529
0.0587,968.397,34.8023,101.41,3529.31
0.0588,968.442,34.8037,101.415,3529.62
0.0589,968.488,34.8051,101.42,3529.93
0.059,968.534,34.8065,101.425,3530.24
0.0591,968.58,34.8079,101.429,3530.54
0.0592,968.626,34.8092,101.434,3530.85
0.0593,968.672,34.8106,101.439,3531.16
0.0594,968.718,34.8119,101.444,3531.46
0.0595,968.764,34.8133,101.449,3531.76
0.0596,968.81,34.8146,101.454,3532.06
0.0597,968.856,34.8159,101.458,3532.37
0.0598,968.902,34.8172,101.463,3532.67
0.0599,968.948,34.8185,101.468,3532.96
0.06,968.994,34.8198,101.473,3533.26
0.0601,969.04,34.8211,101.478,3533.56
0.0602,969.086,34.8223,101.482,3533.86
0.0603,969.132,34.8236,101.487,3534.15
0.0604,969.178,34.8249,101.492,3534.45
0.0605,969.224,34.8261,101.497,3534.74
0.0606,969.27,34.8273,101.502,3535.03
0.0607,969.316,34.8285,101.507,3535.33
0.0608,969.363,34.8298,101.511,3535.62
0.0609,969.409,34.831,101.516,3535.91
0.061,969.455,34.8322,101.521,3536.2
0.0611,969.501,34.8334,101.526,3536.49
0.0612,969.547,34.8345,101.531,3536.78
0.0613,969.593,34.8357,101.536,3537.06
